I,Q
-1.131389,-0.391819
-0.934408,-0.566234
-0.517137,-0.554761
0.057028,-0.154679
0.597875,0.24907
0.912338,0.285056
0.96019,0.058445
0.797344,-0.340448
0.471794,-0.755472
0.132326,-0.939243
-0.078569,-0.863982
-0.204346,-0.585696
-0.306861,-0.161517
-0.331151,0.297437
-0.202205,0.684792
0.067545,0.924046
0.351839,0.968293
0.485534,0.845413
0.440868,0.507683
0.296521,-0.134696
0.100483,-0.744176
0.02595,-0.97056
0.280781,-0.825417
0.694143,-0.299009
0.955621,0.269885
0.995079,0.574476
0.777374,0.808684
0.295094,0.968762
-0.244316,0.941868
-0.617928,0.846218
-0.803506,0.778647
-0.891908,0.707733
-0.931226,0.579421
-0.847303,0.400873
-0.460193,0.290502
0.235225,0.30744
0.835317,0.256154
1.019103,0.140106
0.780571,0.133444
0.076541,0.024564
-0.712124,-0.108821
-1.049587,-0.084118
-0.942641,-0.205454
-0.419564,-0.405556
0.231818,-0.464373
0.52964,-0.397371
0.343028,-0.170065
-0.2449,0.154709
-0.737271,0.449802
-0.882861,0.52776
-0.822929,0.230977
-0.468602,-0.309017
-0.032652,-0.769262
0.204466,-0.954474
0.360444,-0.853527
0.467165,-0.495834
0.453886,-0.020869
0.341443,0.353458
0.143472,0.533948
-0.11906,0.548609
-0.345012,0.457175
-0.396506,0.306362
-0.173003,0.117251
0.291149,-0.079272
0.72123,-0.26891
0.896155,-0.396603
0.861709,-0.363548
0.649587,-0.193825
0.333228,0.024804
0.15799,0.266807
0.278335,0.509126
0.610602,0.657848
0.915209,0.623601
1.016388,0.534607
0.896905,0.522382
0.624159,0.444858
0.344116,0.266126
0.223209,0.193385
0.324214,0.344962
0.576655,0.586005
0.83335,0.673436
0.959695,0.60415
0.927626,0.489775
0.792266,0.253229
0.57933,-0.106087
0.29779,-0.385088
-0.021171,-0.442309
-0.351219,-0.278504
-0.642416,0.035017
-0.806239,0.392654
-0.811354,0.690108
-0.726333,0.870791
-0.644419,0.929125
-0.59133,0.883091
-0.508514,0.74637
-0.312561,0.516588
0.007392,0.183959
0.331553,-0.236107
0.490015,-0.660625
0.447829,-0.957958
0.381551,-1.056991
0.487529,-0.948381
0.73689,-0.592907
0.952352,-0.080384
1.046815,0.30755
0.991262,0.533087
0.702177,0.6957
0.202292,0.591083
-0.257,0.158295
-0.43265,-0.321118
-0.26959,-0.675503
0.10937,-0.875502
0.452347,-0.940576
0.642103,-0.902186
0.737015,-0.723642
0.680907,-0.402703
0.441409,-0.026118
0.20891,0.296036
0.148018,0.481736
0.236433,0.505606
0.359388,0.406075
0.410868,0.263979
0.352841,0.166295
0.237857,0.160567
0.171207,0.240368
0.23979,0.355978
0.445926,0.446015
0.694492,0.477424
0.870744,0.481518
0.926173,0.53249
0.875855,0.656409
0.760482,0.795539
0.603792,0.878209
0.413956,0.831627
0.241239,0.567835
0.139338,0.128028
0.117416,-0.253307
0.214944,-0.37886
0.465754,-0.212456
0.781068,0.113791
0.998342,0.351648
1.010253,0.509746
0.721684,0.740169
0.108771,0.850709
-0.531059,0.697162
-0.891562,0.414261
-0.945415,0.022001
-0.710391,-0.422734
-0.374595,-0.735114
-0.215406,-0.833519
-0.319549,-0.723881
-0.619291,-0.422179
-0.867031,-0.002345
-0.879197,0.372596
-0.697876,0.602757
-0.405011,0.691426
-0.061258,0.626516
0.292536,0.369143
0.619224,-0.079427
0.776903,-0.595198
0.679048,-0.949991
0.570811,-0.994617
0.450786,-0.717732
-0.10601,-0.161388
-0.674354,0.520733
-0.636968,0.999032
-0.421782,1.095495
-0.168265,0.951736
0.281597,0.644314
0.549713,0.231539
0.365317,-0.156418
-0.200466,-0.470332
-0.781252,-0.558324
-1.043299,-0.469724
-0.987823,-0.505497
-0.706698,-0.617397
-0.368576,-0.569796
-0.202914,-0.338425
-0.300159,-0.02427
-0.535325,0.267038
-0.721872,0.44685
-0.817315,0.437677
-0.849922,0.195909
-0.787385,-0.220645
-0.633726,-0.625558
-0.416712,-0.862836
-0.084641,-0.887219
0.337431,-0.664454
0.692229,-0.340653
0.866482,-0.203215
0.835817,-0.349377
0.600573,-0.704841
0.240431,-0.997056
0.022775,-1.013688
0.080367,-0.709907
0.240512,-0.026209
0.417758,0.634523
0.527474,0.886903
0.378553,0.889329
0.006898,0.679703
-0.343912,0.346944
-0.467688,0.18166
-0.284472,0.287429
0.128422,0.556666
0.507854,0.732049
0.57724,0.789169
0.23592,0.822357
-0.35149,0.745804
-0.78271,0.623977
-0.90842,0.452271
-0.680858,0.132532
0.014405,-0.184788
0.674703,-0.41973
0.896863,-0.49552
0.811813,-0.22772
0.292414,0.27655
-0.363916,0.737454
-0.584579,1.010568
-0.617105,1.040377
-0.757455,0.822319
-0.82585,0.489193
-0.739521,0.253685
-0.580566,0.227985
-0.377704,0.349133
-0.104159,0.450655
0.244138,0.388457
0.602297,0.116281
0.820166,-0.290398
0.801014,-0.672966
0.611849,-0.921654
0.345491,-1.041898
0.032568,-1.069154
-0.258955,-0.999853
-0.42462,-0.828097
-0.424685,-0.511707
-0.266452,0.006681
0.039423,0.563235
0.409047,0.854697
0.689391,0.850443
0.819362,0.736174
0.857183,0.619661
0.861548,0.552104
0.845293,0.579572
0.795577,0.683622
0.67644,0.798225
0.441087,0.844914
0.108853,0.698091
-0.195402,0.308474
-0.355505,-0.132202
-0.33584,-0.402348
-0.138211,-0.448355
0.190171,-0.324582
0.548016,-0.199556
0.82006,-0.256189
0.917481,-0.509181
0.823935,-0.809618
0.651838,-0.981624
0.535428,-0.961882
0.374864,-0.778946
-0.011564,-0.471183
-0.511673,-0.08295
-0.833835,0.329934
-0.861953,0.697911
-0.700727,0.954229
-0.527561,1.057724
-0.467762,0.989747
-0.464389,0.706669
-0.344537,0.204908
-0.097494,-0.28702
0.205345,-0.474937
0.55329,-0.259538
0.854337,0.178185
1.015409,0.456311
0.981358,0.58356
0.662125,0.674627
0.095092,0.452814
-0.499592,0.012515
-0.901293,-0.223158
-1.065624,-0.233901
-1.075089,-0.223549
-0.99822,-0.243839
-0.855161,-0.216574
-0.640413,-0.054379
-0.341448,0.229893
0.016958,0.454695
0.345835,0.423874
0.566574,0.086483
0.62943,-0.441614
0.534888,-0.863758
0.488864,-0.984463
0.668295,-0.800548
0.920083,-0.356193
1.031647,0.145505
0.956117,0.546943
0.691855,0.861902
0.284615,1.057684
-0.150607,1.081364
-0.549522,0.910933
-0.866421,0.537572
-1.03759,0.07428
-1.070789,-0.285161
-0.967979,-0.529556
-0.649849,-0.689187
-0.133134,-0.585521
0.335958,-0.202991
0.485262,0.247653
0.227095,0.659878
-0.214444,0.954962
-0.432631,1.096276
-0.557182,1.01695
-0.599362,0.56985
-0.047215,-0.157843
0.495528,-0.803548
0.535377,-1.062936
0.639607,-0.845064
0.57137,-0.165881
0.164475,0.603002
-0.1262,0.998192
-0.389224,0.988114
-0.74234,0.648944
-0.975846,0.168063
-0.960603,-0.230818
-0.593017,-0.507761
0.129519,-0.531207
0.76384,-0.43067
0.968463,-0.368772
0.764499,-0.19383
0.015034,-0.034846
-0.779073,0.165298
-0.990148,0.425058
-0.769837,0.484331
-0.064187,0.491508
0.75652,0.353643
1.059418,0.083734
0.88511,0.009313
0.267943,-0.065473
-0.519826,-0.178994
-0.982757,-0.131315
-1.092198,-0.066261
-1.042186,-0.107954
-0.940076,-0.180451
-0.83579,-0.214457
-0.723788,-0.20131
-0.568514,-0.159467
-0.37708,-0.135369
-0.237714,-0.209733
-0.25212,-0.427766
-0.423385,-0.691512
-0.601988,-0.826887
-0.55722,-0.844374
-0.163614,-0.695791
0.427849,-0.218203
0.880669,0.184694
0.998655,0.26716
0.751927,0.149867
0.14791,-0.34937
-0.580311,-0.741334
-1.028016,-0.598258
-1.103211,-0.347726
-1.00569,0.009211
-0.801279,0.567335
-0.51834,0.986833
-0.325813,1.132134
-0.318359,1.119964
-0.426732,1.032355
-0.568393,0.884322
-0.715695,0.6615
-0.846692,0.36072
-0.919601,0.040982
-0.898062,-0.209748
-0.766676,-0.33999
-0.556781,-0.319447
-0.365344,-0.206103
-0.289289,-0.172932
-0.353914,-0.336532
-0.518372,-0.608091
-0.723442,-0.753996
-0.894521,-0.687638
-1.006401,-0.454209
-1.076246,-0.034122
-1.014377,0.418143
-0.833296,0.595325
-0.479243,0.417429
0.219923,-0.004458
0.761294,-0.46495
0.862384,-0.626998
0.721098,-0.272141
0.077947,0.391684
-0.453399,0.934565
-0.495654,1.110556
-0.649604,0.806195
-0.449108,0.048995
0.066375,-0.70466
0.237456,-1.029832
0.272413,-0.927242
0.140349,-0.472942
-0.181195,0.111537
-0.380182,0.467249
-0.427448,0.465183
-0.396513,0.201778
-0.334445,-0.126957
-0.293246,-0.355393
-0.273868,-0.449724
-0.258097,-0.460312
-0.255762,-0.426237
-0.301098,-0.334736
-0.418177,-0.152128
-0.577656,0.106601
-0.710249,0.344184
-0.796018,0.440488
-0.868611,0.347144
-0.923932,0.12493
-0.933998,-0.093506
-0.882834,-0.212551
-0.759448,-0.206156
-0.578374,-0.08212
-0.391878,0.104663
-0.269922,0.289804
-0.244582,0.449248
-0.280534,0.567947
-0.317598,0.590055
-0.311538,0.427416
-0.213766,0.024871
-0.0552,-0.50381
0.037379,-0.882087
0.120583,-0.963791
0.306473,-0.716559
0.455016,-0.1242
0.480742,0.512311
0.433844,0.861977
0.262481,0.954228
-0.029942,0.853103
-0.279084,0.583646
-0.334326,0.264684
-0.156307,0.00149
0.183938,-0.177751
0.539747,-0.292589
0.798453,-0.355305
0.95235,-0.351874
1.036921,-0.265217
1.050352,-0.09178
0.917918,0.150172
0.515886,0.353826
-0.128406,0.399602
-0.68543,0.377768
-0.904664,0.382057
-0.820044,0.33205
-0.417628,0.283075
0.161219,0.289137
0.516901,0.287826
0.457619,0.320094
0.061359,0.371245
-0.363998,0.388954
-0.505476,0.346492
-0.250231,0.208593
0.329931,-0.002336
0.806813,-0.26734
0.918682,-0.450983
0.779919,-0.401084
0.363959,-0.1906
-0.175451,0.090377
-0.451907,0.375019
-0.37059,0.564551
-0.056111,0.646222
0.291296,0.665685
0.466813,0.707551
0.418413,0.838835
0.249912,1.000385
0.06956,1.077473
-0.151607,0.972558
-0.34136,0.534076
-0.359078,-0.198296
-0.363762,-0.768586
-0.404819,-0.920484
-0.353,-0.723666
-0.30446,-0.116542
-0.233068,0.616645
-0.096992,0.991561
-0.110709,1.002507
-0.286219,0.769948
-0.411697,0.421522
-0.371671,0.196959
-0.164614,0.228514
0.128225,0.449741
0.364847,0.674462
0.427105,0.819823
0.283089,0.924312
0.001568,0.992987
-0.298947,1.000836
-0.560646,0.924083
-0.791617,0.730784
-0.963117,0.425718
-1.011778,0.08484
-0.884057,-0.198782
-0.533312,-0.316333
0.001336,-0.182015
0.535583,0.068738
0.888502,0.211454
1.03342,0.235818
1.043559,0.243666
0.98014,0.24648
0.8708,0.178684
0.716811,-0.023217
0.513225,-0.351227
0.285326,-0.684617
0.12274,-0.886857
0.124784,-0.934102
0.281552,-0.847653
0.445386,-0.634447
0.420386,-0.318601
0.076615,0.05087
-0.43395,0.424389
-0.694426,0.762523
-0.633955,0.954904
-0.466244,0.936602
-0.069428,0.768071
0.53763,0.459644
0.947404,0.086938
1.045934,-0.138942
0.995916,-0.156194
0.882981,-0.127306
0.766544,-0.239816
0.686405,-0.533
0.598942,-0.858337
0.509149,-1.029257
0.554484,-0.974792
0.709518,-0.669409
0.774506,-0.161902
0.74979,0.342021
0.801275,0.641096
0.981451,0.6634
1.173695,0.469363
1.221987,0.327309
1.037752,0.446823
0.548642,0.353173
-0.196212,-0.274574
-0.842847,-0.621947
-1.059539,-0.542103
-0.802287,-0.518253
-0.167329,-0.062126
0.568735,0.551037
1.025034,0.583726
1.080008,0.47273
0.869978,0.407006
0.547491,0.078426
0.23788,-0.374614
0.041215,-0.695878
-0.020434,-0.864624
0.028786,-0.932623
0.179016,-0.895102
0.415428,-0.690281
0.658815,-0.304673
0.81948,0.089383
0.86404,0.292295
0.772697,0.267362
0.538224,0.003501
0.169408,-0.349485
-0.271748,-0.470926
-0.67433,-0.213505
-0.886565,0.320994
-0.776385,0.820621
-0.528824,1.02591
-0.295857,0.963691
0.124124,0.73329
0.639963,0.396574
0.916066,0.1089
0.90605,0.03735
0.655109,0.144203
0.190888,0.265907
-0.315906,0.336349
-0.678509,0.388285
-0.8522,0.434998
-0.887961,0.441305
-0.807489,0.374062
-0.540781,0.251795
-0.038755,0.110469
0.52305,-0.077879
0.850533,-0.342795
0.871564,-0.604167
0.705248,-0.787572
0.427003,-0.895439
0.09913,-0.907516
-0.190992,-0.794566
-0.415737,-0.57522
-0.608933,-0.325069
-0.795359,-0.156201
-0.964948,-0.127586
-1.07853,-0.201525
-1.095723,-0.336996
-0.963063,-0.553468
-0.606692,-0.777987
-0.072432,-0.848091
0.418528,-0.802535
0.669494,-0.82177
0.667848,-0.943338
0.526175,-1.072137
0.41064,-1.109997
0.457701,-0.989871
0.598207,-0.620829
0.640266,-0.006016
0.565686,0.568932
0.431865,0.869914
0.171871,0.92512
-0.210185,0.749513
-0.574882,0.438666
-0.824195,0.243453
-0.940665,0.270452
-0.943207,0.419432
-0.876552,0.525688
-0.779456,0.473182
-0.605944,0.254943
-0.311956,-0.029852
0.023244,-0.245437
0.292242,-0.322732
0.455834,-0.2843
0.515517,-0.181808
0.478071,-0.032446
0.342377,0.19631
0.129672,0.522452
-0.054902,0.854405
-0.118695,1.038465
-0.161358,0.987503
-0.114769,0.600789
0.241182,-0.133039
0.516579,-0.810362
0.508437,-1.068814
0.667038,-0.877637
0.842191,-0.252801
0.812728,0.437281
0.835014,0.731778
0.930877,0.674417
1.019715,0.43551
1.0404,0.141322
0.920422,0.01068
0.599155,0.143574
0.074326,0.446451
-0.382556,0.763204
-0.550728,0.979325
-0.560317,1.06462
-0.591649,1.044123
-0.647305,0.957463
-0.615614,0.859848
-0.365293,0.803601
0.121228,0.75231
0.638969,0.573048
0.935473,0.239567
0.949383,-0.154058
0.730654,-0.559771
0.371334,-0.866452
0.069658,-0.941062
-0.040821,-0.777222
-0.04354,-0.38338
-0.070751,0.105589
-0.188821,0.422235
-0.430213,0.440539
-0.724025,0.223727
-0.922923,-0.035191
-0.941325,-0.226653
-0.739756,-0.356608
-0.327316,-0.366314
0.13132,-0.290355
0.404636,-0.259926
0.39366,-0.29081
0.138239,-0.324357
-0.212902,-0.311043
-0.449482,-0.262145
-0.463511,-0.26302
-0.303966,-0.349917
-0.141055,-0.450768
-0.159135,-0.438451
-0.421696,-0.215418
-0.75873,0.196495
-0.872035,0.56689
-0.822894,0.59803
-0.600809,0.193447
-0.034423,-0.456051
0.360696,-0.954271
0.464016,-1.077945
0.708211,-0.773531
0.836873,-0.056865
0.702659,0.613111
0.459115,0.903614
0.013182,0.806584
-0.514347,0.223912
-0.885686,-0.374539
-1.028952,-0.567283
-0.856578,-0.715295
-0.338896,-0.777785
0.2413,-0.526167
0.502623,-0.208467
0.283567,0.001149
-0.325862,0.086824
-0.852981,0.200656
-0.972768,0.351165
-0.729772,0.411664
-0.053473,0.49369
0.718512,0.425711
1.04742,0.154992
0.938228,-0.024797
0.471614,-0.216528
-0.162746,-0.402555
-0.539692,-0.363495
-0.484048,-0.117523
-0.094123,0.313754
0.364499,0.690112
0.581322,0.819186
0.419271,0.83478
-0.013999,0.690177
-0.403932,0.400934
-0.486315,0.200199
-0.180072,0.237883
0.391613,0.472454
0.881069,0.575357
1.049518,0.533369
0.876223,0.64494
0.405145,0.763511
-0.11159,0.750022
-0.347093,0.77643
-0.199679,0.897698
0.246564,0.978103
0.743747,0.838119
1.025726,0.533587
1.066798,0.227202
0.954077,-0.119824
0.750242,-0.523359
0.548858,-0.862962
0.41142,-1.078805
0.308391,-1.193271
0.298255,-1.202527
0.498595,-1.014408
0.556298,-0.501825
0.116178,0.24542
-0.256322,0.83985
-0.268639,1.013637
-0.108838,0.754551
0.432209,0.069221
0.75005,-0.720204
0.544514,-1.090923
0.411839,-0.970217
-0.067936,-0.530176
-0.750377,0.096358
-0.91126,0.553064
-0.748148,0.560849
-0.202272,0.299448
0.566474,-0.06097
0.917979,-0.4502
0.863994,-0.692758
0.648861,-0.800872
0.33284,-0.879783
0.055437,-0.894174
-0.063019,-0.801102
-0.07694,-0.597051
-0.119699,-0.350084
-0.247714,-0.214386
-0.413191,-0.289108
-0.524464,-0.513146
-0.523902,-0.73341
-0.39046,-0.857495
-0.127657,-0.847332
0.200883,-0.683413
0.514401,-0.451779
0.771365,-0.303392
0.943185,-0.303418
1.00896,-0.389678
0.978841,-0.44434
0.834603,-0.420905
0.465974,-0.390713
-0.1289,-0.381449
-0.676484,-0.298812
-0.930311,-0.154674
-0.889515,-0.081099
-0.587768,-0.05036
-0.084148,0.058337
0.401989,0.234431
0.68585,0.425727
0.780288,0.609572
0.797039,0.725477
0.820602,0.708974
0.898554,0.492811
1.004902,0.037865
0.974064,-0.439992
0.829896,-0.596178
0.59198,-0.314836
0.123249,0.284337
-0.194121,0.837932
-0.178642,1.032376
-0.070724,0.854204
0.259585,0.336261
0.633775,-0.267413
0.783396,-0.557633
0.859353,-0.397263
0.8599,0.079821
0.724447,0.556785
0.464361,0.838858
0.043577,0.915659
-0.444049,0.810541
-0.781155,0.643334
-0.880208,0.431081
-0.645069,0.107786
0.026537,-0.223623
0.661664,-0.482965
0.884457,-0.555223
0.845596,-0.219885
0.413719,0.412141
-0.063771,0.915784
-0.224939,1.045143
-0.245061,0.737684
0.152829,-0.034822
0.510249,-0.817483
0.460297,-1.118101
0.627906,-0.900517
0.765893,-0.189522
0.590045,0.577023
0.379274,0.935093
0.082703,0.919546
-0.299043,0.549687
-0.62587,0.02385
-0.859094,-0.281726
-0.983939,-0.327202
-1.009861,-0.284607
-0.966331,-0.245961
-0.872414,-0.192491
-0.734109,-0.054697
-0.555268,0.188472
-0.366116,0.420275
-0.245044,0.452401
-0.246184,0.172345
-0.339571,-0.343431
-0.469105,-0.754838
-0.496231,-0.884028
-0.278284,-0.788904
0.076171,-0.379094
0.348533,0.147987
0.40559,0.430272
0.196798,0.399433
-0.200024,0.116578
-0.604721,-0.175562
-0.880391,-0.253314
-1.010947,-0.150317
-1.043258,0.025712
-1.001057,0.208236
-0.860974,0.379236
-0.556388,0.582321
-0.071034,0.802491
0.397137,0.883112
0.555154,0.823388
0.2817,0.666451
-0.301673,0.251497
-0.830526,-0.134328
-1.020902,-0.217405
-0.846909,-0.162892
-0.34276,0.210732
0.254568,0.695113
0.569187,0.865896
0.414352,0.881549
-0.09905,0.710474
-0.622898,0.383377
-0.897249,0.220031
-0.917199,0.274363
-0.761963,0.451845
-0.515268,0.595624
-0.263678,0.510051
-0.006055,0.102471
0.210683,-0.491019
0.229552,-0.915913
0.154097,-0.991815
0.0502,-0.715367
-0.287259,-0.085376
-0.591905,0.6186
-0.55167,1.019554
-0.495193,1.05836
-0.556684,0.838823
-0.478921,0.494114
-0.245411,0.215335
-0.017675,0.125562
0.138601,0.194134
0.237544,0.303792
0.289586,0.360622
0.273405,0.35059
0.15798,0.317824
-0.055512,0.305434
-0.309064,0.31863
-0.521285,0.32672
-0.654283,0.298614
-0.726074,0.256826
-0.774766,0.281671
-0.810863,0.446067
-0.779997,0.720514
-0.645615,0.95824
-0.525613,1.022217
-0.489366,0.881857
-0.394493,0.574384
-0.24653,0.251016
-0.23095,0.143896
-0.39197,0.35751
-0.538264,0.750084
-0.493702,1.030444
-0.481877,1.030676
-0.590173,0.688127
-0.483158,0.023493
-0.174908,-0.628783
0.099363,-0.951648
0.399516,-0.942256
0.744992,-0.663766
0.966599,-0.236698
0.936556,0.205183
0.570329,0.58028
-0.056289,0.766691
-0.555101,0.817991
-0.703714,0.850542
-0.59628,0.833718
-0.163858,0.797807
0.510405,0.644898
0.985033,0.24478
1.067652,-0.254139
0.872065,-0.707049
0.570907,-0.994395
0.427246,-1.014074
0.524832,-0.716
0.611356,-0.076347
0.56765,0.573011
0.46311,0.89544
0.236803,0.928575
-0.060015,0.690779
-0.250375,0.310506
-0.298255,0.120099
-0.243834,0.283951
-0.097796,0.66098
0.136496,0.921894
0.364967,0.91
0.568816,0.630528
0.776477,0.077202
0.806184,-0.554589
0.586236,-0.970757
0.316038,-1.111826
0.090736,-1.090799
-0.148979,-0.977577
-0.403973,-0.78218
-0.610754,-0.521282
-0.732962,-0.229747
-0.783548,0.056115
-0.794017,0.310203
-0.787957,0.518523
-0.775124,0.658092
-0.77482,0.678367
-0.79543,0.501216
-0.7499,0.076547
-0.575448,-0.475506
-0.424243,-0.861365
-0.347207,-0.939206
-0.307976,-0.658383
-0.41494,0.07137
-0.389852,0.816416
-0.167034,1.06754
0.010255,0.831476
0.420524,0.095753
0.657224,-0.75769
0.458181,-1.128323
0.46596,-0.981145
0.355353,-0.427013
-0.101829,0.232637
-0.409574,0.548285
-0.485885,0.363519
-0.353855,-0.195238
-0.208009,-0.732706
-0.263842,-0.941281
-0.461203,-0.826558
-0.759611,-0.434
-0.950867,0.108521
-0.866383,0.518352
-0.569174,0.684958
-0.045699,0.707632
0.564232,0.627869
0.964491,0.489226
1.10884,0.421778
1.117096,0.469848
1.049022,0.574149
0.900064,0.636042
0.737256,0.39313
0.585353,-0.269247
0.31468,-0.86867
0.089113,-1.021226
0.12086,-0.75238
0.22397,-0.036775
0.358254,0.678562
0.498252,0.913995
0.423659,0.799702
0.24059,0.271841
0.109625,-0.501137
0.032027,-0.979604
0.113079,-1.111862
0.357206,-1.073784
0.581469,-0.965562
0.657722,-0.840917
0.493486,-0.738263
0.045392,-0.656266
-0.498625,-0.489453
-0.880558,-0.207138
-1.035106,0.078185
-1.049456,0.260517
-0.997275,0.325071
-0.856451,0.336846
-0.54343,0.399975
-0.068744,0.514454
0.348616,0.530859
0.463191,0.37994
0.194231,0.039925
-0.35456,-0.408536
-0.855219,-0.585011
-1.027987,-0.531121
-0.819187,-0.580375
-0.251015,-0.47034
0.445725,-0.080019
0.927918,0.194441
1.118062,0.248237
1.131479,0.292729
1.0463,0.4138
0.878261,0.55431
0.622218,0.648545
0.289832,0.652507
-0.055264,0.550063
-0.314327,0.35904
-0.420522,0.114502
-0.383023,-0.130933
-0.289778,-0.304848
-0.25835,-0.34607
-0.35872,-0.237141
-0.564112,-0.012952
-0.753172,0.238593
-0.834958,0.415147
-0.821961,0.46198
-0.729462,0.407674
-0.539479,0.334226
-0.266098,0.304628
0.038926,0.31694
0.334232,0.325494
0.600533,0.288635
0.82395,0.195385
0.980591,0.062962
1.047267,-0.075231
1.013684,-0.195488
0.854399,-0.340593
0.523418,-0.581112
0.064647,-0.829961
-0.322137,-0.90921
-0.439873,-0.829466
-0.260048,-0.597267
0.117086,-0.116977
0.551544,0.402657
0.91324,0.604996
1.131544,0.500733
1.203327,0.375438
1.142257,0.412061
0.945337,0.51833
0.602123,0.383324
0.148088,-0.123949
-0.284351,-0.634932
-0.49251,-0.845061
-0.320246,-0.873159
0.181676,-0.707443
0.694105,-0.41625
0.928534,-0.280863
0.844241,-0.323589
0.441647,-0.55829
-0.145528,-0.817062
-0.56274,-0.843963
-0.616027,-0.76082
-0.406342,-0.626875
-0.170451,-0.421642
-0.138493,-0.258025
-0.384436,-0.187735
-0.747225,-0.132885
-0.970956,-0.054022
-0.960519,-0.091447
-0.672069,-0.322701
-0.110306,-0.628028
0.376487,-0.88272
0.553721,-1.010427
0.664406,-0.939038
0.805228,-0.655736
0.83511,-0.323893
0.772529,-0.196222
0.693028,-0.38883
