I,Q
0.150761,0.288566
0.278183,0.553087
0.621908,0.812688
0.961598,0.999631
1.091140,1.029546
0.945444,0.862356
0.625891,0.561225
0.327584,0.284141
0.215064,0.198352
0.330782,0.370790
0.592420,0.706470
0.856077,1.000936
1.002805,1.060840
0.988949,0.820751
0.836125,0.373052
0.593803,-0.091415
0.300753,-0.393599
-0.024846,-0.449553
-0.364140,-0.280902
-0.686982,0.022957
-0.951253,0.360877
-1.120498,0.653713
-1.175241,0.855463
-1.116682,0.943125
-0.953102,0.910921
-0.694347,0.764284
-0.358880,0.511282
0.012238,0.162253
0.353552,-0.259980
0.601570,-0.700630
0.735443,-1.054996
0.797438,-1.194938
0.865902,-1.025403
0.993069,-0.551875
1.146749,0.092461
1.213184,0.688702
1.068458,1.027861
0.677936,1.005448
0.150124,0.661432
-0.297327,0.144160
-0.453190,-0.373861
-0.236403,-0.767807
0.248437,-0.986660
0.766523,-1.032864
1.080820,-0.926326
1.076820,-0.688239
0.809575,-0.354580
0.455601,0.012486
0.200119,0.327034
0.135792,0.512348
0.228776,0.534686
0.359801,0.428570
0.413410,0.278484
0.350468,0.175308
0.231703,0.168930
0.167041,0.251434
0.241121,0.374982
0.457215,0.492952
0.728365,0.595114
0.934286,0.710242
0.990523,0.871287
0.890005,1.069985
0.697812,1.232178
0.494233,1.246673
0.327679,1.033693
0.204204,0.611631
0.123440,0.112443
0.114973,-0.272733
0.234165,-0.389274
0.506643,-0.198285
0.863593,0.206626
1.129063,0.656064
1.100703,0.988905
0.683814,1.111099
-0.018658,1.010809
-0.728561,0.725332
-1.142210,0.314019
-1.113538,-0.151925
-0.746108,-0.582702
-0.325719,-0.878794
-0.136109,-0.962339
-0.281973,-0.812559
-0.640274,-0.483079
-0.963972,-0.074464
-1.052759,0.308337
-0.863164,0.587865
-0.497138,0.712542
-0.087036,0.645533
0.299239,0.369480
0.661975,-0.080219
0.988058,-0.588279
1.181960,-0.969073
1.090745,-1.041628
0.626563,-0.730423
-0.111209,-0.125848
-0.827006,0.549375
-1.178377,1.048106
-0.989750,1.218209
-0.387606,1.058606
0.260947,0.685358
0.567040,0.244433
0.359442,-0.163082
-0.224850,-0.497797
-0.839697,-0.751471
-1.158178,-0.912622
-1.067015,-0.957109
-0.703515,-0.866467
-0.336338,-0.649045
-0.184524,-0.344311
-0.301973,-0.011972
-0.579511,0.272916
-0.850809,0.428530
-0.996972,0.380836
-0.988859,0.101003
-0.856060,-0.350884
-0.633578,-0.813008
-0.332606,-1.082707
0.042768,-1.029273
0.453008,-0.695836
0.810599,-0.300385
1.009233,-0.114791
0.983216,-0.287208
0.758199,-0.723048
0.452683,-1.126980
0.220054,-1.181245
0.162503,-0.753778
0.269323,0.005943
0.419335,0.754588
0.451825,1.162724
0.273174,1.109652
-0.068437,0.737184
-0.394277,0.337864
-0.498393,0.164390
-0.285924,0.286935
0.135885,0.590994
0.501037,0.880633
0.536758,1.013450
0.146712,0.966615
-0.504420,0.800997
-1.061578,0.584658
-1.183169,0.340359
-0.752335,0.064327
0.042827,-0.218899
0.807843,-0.418246
1.162841,-0.412046
0.946154,-0.138550
0.284338,0.333080
-0.507423,0.811007
-1.113561,1.081083
-1.372332,1.036814
-1.316883,0.743140
-1.093381,0.395496
-0.841883,0.189842
-0.618082,0.202138
-0.391388,0.348034
-0.105825,0.458525
0.254052,0.395699
0.637709,0.131265
0.945345,-0.254474
1.079446,-0.645779
0.990074,-0.961338
0.698660,-1.171215
0.292663,-1.269162
-0.100395,-1.227254
-0.357791,-0.998264
-0.407618,-0.562318
-0.250012,0.021717
0.042635,0.611412
0.364635,1.039693
0.628221,1.204218
0.794972,1.130561
0.875852,0.953740
0.900347,0.836601
0.878701,0.869703
0.794888,1.014828
0.620762,1.132391
0.353573,1.071119
0.040797,0.768924
-0.232282,0.299107
-0.375481,-0.163477
-0.335382,-0.443722
-0.117706,-0.472551
0.221391,-0.326709
0.602690,-0.182755
0.948952,-0.201089
1.196155,-0.422002
1.299607,-0.742464
1.226866,-0.985068
0.965507,-1.014296
0.535385,-0.812023
-0.001033,-0.463289
-0.543894,-0.075533
-0.982274,0.293491
-1.233107,0.636122
-1.269456,0.939097
-1.130705,1.123758
-0.895039,1.070971
-0.632697,0.721793
-0.371025,0.173982
-0.089786,-0.322855
0.243364,-0.498077
0.618182,-0.238986
0.957159,0.320165
1.131449,0.868900
1.031065,1.111425
0.636099,0.943196
0.047728,0.487539
-0.557639,-0.018243
-1.014090,-0.385150
-1.241412,-0.559268
-1.258178,-0.588933
-1.134255,-0.525372
-0.928588,-0.366800
-0.661671,-0.097475
-0.334972,0.232057
0.025763,0.470816
0.356480,0.445496
0.589440,0.094391
0.708684,-0.453503
0.771311,-0.927603
0.864557,-1.073204
1.024797,-0.801068
1.191252,-0.220907
1.230235,0.446429
1.028503,1.001068
0.579100,1.341300
-0.003269,1.445856
-0.555356,1.321044
-0.962606,0.972883
-1.200587,0.436397
-1.296511,-0.182022
-1.257133,-0.712047
-1.041886,-0.992134
-0.623221,-0.952424
-0.078708,-0.644351
0.381702,-0.189284
0.509601,0.299322
0.190861,0.748187
-0.432880,1.093931
-1.009786,1.239706
-1.178216,1.069852
-0.798005,0.543446
-0.041734,-0.209445
0.712545,-0.886512
1.119794,-1.153570
1.059218,-0.849026
0.654261,-0.107665
0.132281,0.697425
-0.343867,1.167782
-0.734111,1.106623
-1.044623,0.613533
-1.213290,-0.014449
-1.097039,-0.480517
-0.595292,-0.648950
0.195931,-0.570946
0.943672,-0.392904
1.238893,-0.231993
0.865367,-0.115620
-0.012547,-0.007157
-0.907462,0.131016
-1.294565,0.291399
-0.941730,0.427239
-0.059180,0.485756
0.838088,0.444559
1.252004,0.317124
0.991895,0.140870
0.247769,-0.043572
-0.577463,-0.200797
-1.136771,-0.309882
-1.317144,-0.369547
-1.229236,-0.389882
-1.056674,-0.382595
-0.904712,-0.348675
-0.761549,-0.282350
-0.579755,-0.198306
-0.371888,-0.151838
-0.231387,-0.223780
-0.250189,-0.460588
-0.411303,-0.805750
-0.556836,-1.090753
-0.482967,-1.114226
-0.094758,-0.780813
0.493029,-0.200786
0.997235,0.337618
1.133559,0.528311
0.795660,0.245920
0.120874,-0.359814
-0.598799,-0.938333
-1.092191,-1.148365
-1.254153,-0.856546
-1.164642,-0.197219
-0.995028,0.535630
-0.881647,1.075218
-0.858439,1.314146
-0.884903,1.301767
-0.913619,1.148741
-0.938541,0.924065
-0.981579,0.632999
-1.040660,0.272549
-1.068135,-0.104131
-0.998942,-0.385783
-0.810810,-0.476122
-0.560434,-0.378596
-0.356327,-0.220772
-0.285625,-0.181323
-0.359875,-0.365828
-0.523087,-0.721146
-0.710836,-1.049196
-0.900371,-1.124690
-1.097350,-0.840982
-1.275248,-0.294249
-1.325917,0.254437
-1.101624,0.525475
-0.535554,0.391690
0.246068,-0.036982
0.932611,-0.459381
1.182143,-0.558845
0.837189,-0.203379
0.054918,0.454403
-0.763155,1.048755
-1.199434,1.210830
-1.066506,0.797920
-0.501322,-0.008553
0.140082,-0.803026
0.516302,-1.193390
0.493309,-1.027347
0.180512,-0.465022
-0.188569,0.145673
-0.424809,0.491473
-0.479070,0.466284
-0.419153,0.180930
-0.340863,-0.154831
-0.291901,-0.386308
-0.266569,-0.481143
-0.248347,-0.487776
-0.247587,-0.447230
-0.298751,-0.346954
-0.425875,-0.156651
-0.610663,0.100678
-0.803801,0.325836
-0.957888,0.396654
-1.051581,0.261963
-1.086078,-0.008450
-1.063033,-0.264113
-0.972098,-0.373492
-0.805399,-0.302767
-0.590444,-0.114593
-0.390060,0.101153
-0.272789,0.295385
-0.264855,0.462422
-0.325876,0.588986
-0.375363,0.607783
-0.345255,0.422764
-0.220366,-0.000353
-0.039470,-0.553621
0.145948,-1.000586
0.304785,-1.099066
0.426204,-0.752875
0.499526,-0.087452
0.490897,0.615980
0.363191,1.079986
0.121574,1.175619
-0.158515,0.959655
-0.354376,0.597758
-0.361153,0.246925
-0.153210,-0.017501
0.202884,-0.191836
0.597588,-0.291373
0.942009,-0.310013
1.194548,-0.230514
1.330446,-0.056312
1.301507,0.161047
1.038297,0.343232
0.515620,0.432857
-0.175473,0.423402
-0.809466,0.357785
-1.122271,0.291528
-0.967413,0.258723
-0.431732,0.261536
0.186396,0.285086
0.543839,0.318612
0.459544,0.357607
0.034445,0.392323
-0.415056,0.397484
-0.556113,0.337459
-0.249908,0.193192
0.360610,-0.017827
0.940262,-0.230892
1.168738,-0.359813
0.929874,-0.339669
0.370946,-0.162176
-0.199653,0.113404
-0.497791,0.389472
-0.419826,0.582251
-0.080035,0.675401
0.280916,0.727727
0.448746,0.830323
0.352479,1.027416
0.078196,1.254475
-0.212196,1.343784
-0.390103,1.120765
-0.427349,0.536572
-0.380234,-0.250894
-0.327174,-0.921377
-0.305434,-1.157337
-0.301632,-0.832133
-0.288309,-0.101676
-0.266291,0.676486
-0.271059,1.147705
-0.331511,1.159004
-0.424604,0.820557
-0.471754,0.408764
-0.388935,0.178840
-0.158757,0.225338
0.137010,0.471770
0.355155,0.765767
0.374867,0.994096
0.165827,1.126863
-0.200778,1.177187
-0.608523,1.141314
-0.959649,0.981926
-1.200412,0.672576
-1.304531,0.257803
-1.242813,-0.140105
-0.984673,-0.379592
-0.534601,-0.385762
0.033263,-0.189506
0.586006,0.097778
0.993028,0.357239
1.190091,0.518774
1.203798,0.565829
1.105170,0.501801
0.951454,0.322815
0.759659,0.026125
0.541209,-0.352313
0.340190,-0.725676
0.235955,-0.983845
0.284697,-1.050881
0.443746,-0.920457
0.561106,-0.646565
0.459082,-0.297818
0.067413,0.077894
-0.498143,0.451853
-0.976118,0.780533
-1.107080,0.988698
-0.790188,1.002600
-0.145123,0.811139
0.563671,0.499455
1.078741,0.211796
1.276943,0.056351
1.204554,0.021182
1.012591,-0.015603
0.855200,-0.188706
0.812946,-0.525501
0.878228,-0.904015
0.980464,-1.122194
1.036792,-1.032657
1.001887,-0.637897
0.895642,-0.074679
0.803114,0.485211
0.823666,0.934009
0.994190,1.245824
1.227617,1.412542
1.333420,1.381837
1.121189,1.070768
0.539469,0.463549
-0.244646,-0.299475
-0.907092,-0.929972
-1.138644,-1.133344
-0.826517,-0.795424
-0.128702,-0.073467
0.621002,0.679523
1.103365,1.115872
1.179403,1.083259
0.925935,0.671199
0.545792,0.110042
0.230327,-0.393121
0.073839,-0.750315
0.069527,-0.969134
0.171374,-1.062412
0.340381,-0.993926
0.548104,-0.715766
0.758181,-0.263785
0.911228,0.201165
0.943878,0.459213
0.818758,0.378657
0.542806,0.022986
0.156027,-0.361331
-0.286970,-0.496441
-0.718768,-0.252024
-1.051520,0.268630
-1.178909,0.803689
-1.015141,1.100789
-0.556989,1.062394
0.077226,0.782026
0.675670,0.450220
1.026034,0.227115
1.016725,0.164687
0.683384,0.213375
0.168996,0.292403
-0.360801,0.348508
-0.788207,0.371250
-1.051468,0.370926
-1.118463,0.352049
-0.962368,0.306011
-0.576961,0.221337
-0.019733,0.092227
0.571050,-0.080055
1.014817,-0.292902
1.171586,-0.536421
1.017984,-0.778993
0.651144,-0.958082
0.226000,-1.002835
-0.137637,-0.879834
-0.407709,-0.630381
-0.630014,-0.369957
-0.859995,-0.233945
-1.098180,-0.300525
-1.270984,-0.542811
-1.270098,-0.839913
-1.023554,-1.048157
-0.546144,-1.087885
0.051506,-0.987307
0.614476,-0.861602
1.009787,-0.835427
1.180999,-0.954496
1.159365,-1.143698
1.034480,-1.239037
0.897983,-1.078752
0.793327,-0.609659
0.703076,0.063397
0.571914,0.711119
0.351543,1.096279
0.036655,1.104302
-0.329236,0.807483
-0.680810,0.421468
-0.960927,0.171023
-1.137995,0.156515
-1.199622,0.304880
-1.139192,0.440607
-0.955694,0.417159
-0.663549,0.215733
-0.309248,-0.057862
0.040493,-0.264437
0.320907,-0.330337
0.493230,-0.277114
0.548454,-0.162881
0.494992,-0.008481
0.342331,0.223906
0.108332,0.568750
-0.159317,0.961071
-0.364841,1.218399
-0.392966,1.129959
-0.175023,0.615086
0.247888,-0.173931
0.724540,-0.889243
1.067007,-1.173573
1.163955,-0.872733
1.050487,-0.136541
0.881322,0.665437
0.822142,1.161056
0.931098,1.183845
1.115863,0.837024
1.199487,0.402122
1.038960,0.152298
0.617519,0.205251
0.042278,0.489588
-0.528411,0.827774
-0.974102,1.058768
-1.246567,1.118137
-1.345883,1.048818
-1.268181,0.941536
-0.992559,0.869220
-0.516355,0.842488
0.087260,0.809043
0.665052,0.683800
1.039757,0.399525
1.103594,-0.040803
0.883997,-0.541271
0.526505,-0.935023
0.207114,-1.057894
0.030339,-0.843103
-0.022697,-0.376629
-0.063857,0.130175
-0.207867,0.445602
-0.487523,0.445304
-0.822225,0.176477
-1.058249,-0.180614
-1.057005,-0.433074
-0.776223,-0.492035
-0.306532,-0.406221
0.164108,-0.297508
0.439192,-0.257070
0.413921,-0.286715
0.134379,-0.322219
-0.226555,-0.313697
-0.465267,-0.280960
-0.470229,-0.291638
-0.294966,-0.378034
-0.123951,-0.476755
-0.150013,-0.454034
-0.434848,-0.218085
-0.849387,0.176055
-1.142060,0.511356
-1.095626,0.534630
-0.664957,0.139957
-0.005223,-0.517984
0.626836,-1.082619
1.024515,-1.200494
1.125759,-0.748101
0.993272,0.076659
0.719403,0.854464
0.351461,1.185678
-0.101598,0.912756
-0.594033,0.195563
-0.988572,-0.604786
-1.099889,-1.136689
-0.822370,-1.235392
-0.252139,-0.967862
0.318667,-0.546936
0.551760,-0.183852
0.280325,0.022259
-0.363333,0.097340
-0.999491,0.137799
-1.222843,0.223722
-0.851083,0.363548
-0.043932,0.493835
0.786844,0.523835
1.221114,0.394170
1.070804,0.122079
0.477948,-0.195515
-0.190409,-0.413484
-0.565894,-0.404837
-0.486501,-0.130066
-0.073547,0.328880
0.367088,0.791316
0.540569,1.061416
0.341227,1.033202
-0.092729,0.751098
-0.468616,0.394768
-0.520070,0.179294
-0.170503,0.232134
0.421618,0.517410
0.949519,0.867371
1.133844,1.092122
0.882177,1.101263
0.333934,0.958279
-0.216184,0.822147
-0.482936,0.828164
-0.339073,0.988587
0.130031,1.176931
0.691989,1.219031
1.100629,1.008073
1.226170,0.566703
1.103906,0.019359
0.898276,-0.499073
0.792519,-0.916258
0.874870,-1.218954
1.082231,-1.396133
1.231199,-1.381728
1.131528,-1.081884
0.714831,-0.474053
0.111166,0.299533
-0.400241,0.944834
-0.538730,1.154692
-0.200500,0.800385
0.449414,0.040393
1.042123,-0.745339
1.204804,-1.168179
0.785782,-1.053501
-0.037271,-0.525988
-0.844008,0.089620
-1.209098,0.480655
-0.946384,0.515638
-0.205747,0.272677
0.628664,-0.070858
1.171340,-0.378064
1.244401,-0.613775
0.938462,-0.802333
0.503026,-0.945705
0.166769,-0.990386
0.008141,-0.877602
-0.043597,-0.622805
-0.109709,-0.346837
-0.250654,-0.212912
-0.426052,-0.313989
-0.534653,-0.599934
-0.498114,-0.904469
-0.310297,-1.053341
-0.025712,-0.972301
0.290301,-0.722749
0.601143,-0.442878
0.897048,-0.251950
1.156883,-0.189335
1.322635,-0.219918
1.302779,-0.283320
1.025606,-0.338568
0.501890,-0.371644
-0.149929,-0.379570
-0.730826,-0.357226
-1.044036,-0.299360
-0.987469,-0.208676
-0.602952,-0.094132
-0.058744,0.051187
0.433966,0.254291
0.726632,0.534269
0.806735,0.853213
0.784449,1.090032
0.807835,1.089081
0.951922,0.766434
1.154618,0.211027
1.252734,-0.320258
1.095982,-0.531119
0.664166,-0.272815
0.110704,0.332567
-0.319415,0.942948
-0.431180,1.196064
-0.193247,0.938226
0.254193,0.323479
0.699777,-0.282288
0.984418,-0.533411
1.063533,-0.311977
0.972959,0.223354
0.749201,0.767252
0.389471,1.070915
-0.107781,1.071806
-0.661118,0.869037
-1.075648,0.600887
-1.123704,0.331336
-0.702146,0.046226
0.055559,-0.257935
0.805851,-0.487806
1.178983,-0.476345
1.002321,-0.114641
0.413681,0.501995
-0.220632,1.065799
-0.532209,1.215022
-0.366586,0.778127
0.151853,-0.077525
0.728507,-0.907108
1.093151,-1.249725
1.138288,-0.912286
0.927655,-0.093287
0.599783,0.752385
0.258595,1.196470
-0.065419,1.079323
-0.383757,0.562724
-0.690802,-0.031078
-0.946994,-0.440957
-1.103318,-0.594931
-1.142840,-0.573425
-1.082662,-0.479347
-0.953179,-0.338940
-0.778174,-0.117425
-0.576000,0.176795
-0.384746,0.428371
-0.264594,0.457210
-0.259813,0.155924
-0.352993,-0.391093
-0.445549,-0.920680
-0.414027,-1.140233
-0.202181,-0.919672
0.118024,-0.379954
0.375833,0.182096
0.410480,0.482543
0.177781,0.419946
-0.229903,0.108488
-0.653260,-0.226151
-0.973347,-0.401542
-1.161991,-0.369357
-1.243385,-0.192434
-1.217792,0.043328
-1.034270,0.300110
-0.649638,0.581921
-0.125108,0.868031
0.340556,1.068062
0.500971,1.053480
0.230940,0.752731
-0.355679,0.244264
-0.938445,-0.251133
-1.175630,-0.477726
-0.921935,-0.300179
-0.326780,0.205715
0.261621,0.782423
0.514082,1.137499
0.313760,1.113632
-0.198072,0.775333
-0.738499,0.359018
-1.065414,0.119582
-1.097433,0.169700
-0.901368,0.411223
-0.602784,0.600936
-0.292396,0.510286
-0.004941,0.077602
0.238964,-0.536062
0.387499,-1.029665
0.363342,-1.131946
0.122114,-0.755989
-0.289543,-0.055671
-0.728998,0.663514
-1.026249,1.109114
-1.073991,1.149746
-0.885696,0.866659
-0.568418,0.476824
-0.250035,0.194410
-0.009189,0.117077
0.145902,0.198507
0.241373,0.318828
0.289324,0.381100
0.268330,0.367472
0.146689,0.327534
-0.073303,0.311956
-0.338907,0.322791
-0.574430,0.320202
-0.729663,0.273539
-0.814090,0.215454
-0.882192,0.233014
-0.977913,0.400468
-1.086072,0.695819
-1.132515,0.985256
-1.038465,1.094244
-0.791369,0.931656
-0.482068,0.571816
-0.258385,0.230904
-0.236590,0.136208
-0.423532,0.369690
-0.709174,0.797260
-0.933926,1.137111
-0.980552,1.126636
-0.825224,0.686122
-0.522631,-0.029534
-0.142043,-0.718493
0.272779,-1.096847
0.691401,-1.041945
1.047046,-0.630703
1.216456,-0.068771
1.067870,0.429984
0.564115,0.740277
-0.160047,0.859040
-0.820629,0.864782
-1.115493,0.848851
-0.895570,0.852867
-0.252874,0.844243
0.524085,0.734067
1.117507,0.437111
1.350371,-0.053646
1.259536,-0.622318
1.024415,-1.050194
0.824574,-1.116219
0.727740,-0.730356
0.678417,-0.016435
0.576339,0.721539
0.371889,1.157143
0.102528,1.128814
-0.140954,0.740892
-0.284007,0.297148
-0.310158,0.107020
-0.247734,0.290652
-0.127950,0.710474
0.043173,1.070472
0.275206,1.108324
0.557304,0.749192
0.831416,0.122209
1.004471,-0.539103
0.996213,-1.035726
0.785243,-1.282076
0.423449,-1.300232
0.009937,-1.156243
-0.356870,-0.911744
-0.619750,-0.612241
-0.772812,-0.295047
-0.852399,0.005767
-0.906939,0.268345
-0.969281,0.483235
-1.035270,0.626684
-1.065364,0.639253
-1.007965,0.438839
-0.838524,-0.006722
-0.588298,-0.596867
-0.348272,-1.082408
-0.223749,-1.174530
-0.263949,-0.731973
-0.414545,0.096969
-0.528140,0.906838
-0.444492,1.250290
-0.095556,0.913530
0.426675,0.069673
0.903131,-0.815066
1.102674,-1.260394
0.916685,-1.063162
0.432011,-0.406111
-0.116981,0.276919
-0.481242,0.576995
-0.539228,0.348219
-0.363575,-0.241353
-0.165238,-0.841572
-0.154469,-1.137713
-0.402463,-1.007726
-0.795435,-0.550867
-1.097800,0.009070
-1.093650,0.458182
-0.715120,0.691170
-0.078517,0.740826
0.584743,0.733615
1.058918,0.803578
1.251081,1.002188
1.209703,1.248755
1.057057,1.356439
0.895696,1.137219
0.754344,0.537952
0.610213,-0.275707
0.446263,-0.963410
0.294909,-1.184211
0.219056,-0.804262
0.251913,-0.003259
0.348952,0.803766
0.409468,1.193639
0.355532,0.972630
0.213928,0.271739
0.111344,-0.553075
0.186932,-1.146694
0.476630,-1.350084
0.856836,-1.238076
1.108840,-1.013538
1.053407,-0.841074
0.664838,-0.753217
0.073695,-0.677064
-0.521609,-0.534704
-0.973907,-0.321911
-1.238474,-0.104176
-1.333482,0.054327
-1.269936,0.153034
-1.024600,0.247008
-0.593192,0.381629
-0.066150,0.524409
0.358841,0.569821
0.467360,0.411826
0.174168,0.034205
-0.388768,-0.452614
-0.918800,-0.862316
-1.112507,-1.030171
-0.839766,-0.897720
-0.211906,-0.529101
0.506400,-0.061096
1.059430,0.369801
1.326604,0.682617
1.333048,0.858712
1.172402,0.922943
0.919943,0.911466
0.604196,0.848111
0.245333,0.738112
-0.102346,0.575085
-0.353491,0.354904
-0.444645,0.094344
-0.390499,-0.157362
-0.286246,-0.330386
-0.253464,-0.363889
-0.362840,-0.244809
-0.591965,-0.022189
-0.843712,0.209348
-1.006160,0.362128
-1.010083,0.402851
-0.853193,0.364266
-0.584731,0.312524
-0.268138,0.296286
0.048576,0.316243
0.347843,0.339435
0.630562,0.334154
0.897301,0.293806
1.126493,0.228984
1.264606,0.136800
1.241525,-0.014387
1.012348,-0.259310
0.602776,-0.585043
0.127688,-0.906731
-0.246476,-1.086772
-0.377558,-1.008909
-0.221416,-0.651832
0.149388,-0.102610
0.592749,0.485431
0.973479,0.971879
1.214900,1.279902
1.300171,1.388664
1.229252,1.295486
0.994202,0.992495
0.599562,0.488767
0.117853,-0.135020
-0.292483,-0.715439
-0.441769,-1.060795
-0.223485,-1.058152
0.287576,-0.762790
0.839758,-0.383599
1.132831,-0.167019
0.995658,-0.246525
0.492051,-0.563345
-0.112967,-0.911599
-0.520191,-1.081604
-0.578402,-0.990933
-0.372023,-0.722332
-0.144815,-0.437089
-0.130679,-0.255674
-0.399529,-0.193923
-0.813161,-0.193199
-1.116880,-0.211106
-1.096161,-0.272400
-0.699496,-0.433969
-0.058054,-0.702749
0.596732,-0.976056
1.057991,-1.088078
1.237021,-0.935301
1.180972,-0.576500
1.017538,-0.228942
0.867774,-0.130082
